"dsc_cidade","populacao"
"Pato Bragado (PR)","5684"
"Pato Branco (PR)","83843"
"Paula Freitas (PR)","5908"
"Paulo Frontin (PR)","7387"
"Peabiru (PR)","14007"
"Perobal (PR)","6160"
"Pérola (PR)","11321"
"Pérola d'Oeste (PR)","6288"
"Piên (PR)","12882"
"Pinhais (PR)","133490"
"Pinhalão (PR)","6324"
"Pinhal de São Bento (PR)","2737"
"Pinhão (PR)","32559"
"Piraí do Sul (PR)","25617"
"Piraquara (PR)","114970"
"Pitanga (PR)","29994"
"Pitangueiras (PR)","3262"
"Planaltina do Paraná (PR)","4272"
"Planalto (PR)","13431"
"Ponta Grossa (PR)","355336"
"Pontal do Paraná (PR)","27915"
"Porecatu (PR)","12748"
"Porto Amazonas (PR)","4874"
"Porto Barreiro (PR)","3184"
"Porto Rico (PR)","2556"
"Porto Vitória (PR)","4061"
"Prado Ferreira (PR)","3780"
"Pranchita (PR)","5095"
"Presidente Castelo Branco (PR)","5351"
"Primeiro de Maio (PR)","11130"
"Prudentópolis (PR)","52513"
"Quarto Centenário (PR)","4465"
"Quatiguá (PR)","7477"
"Quatro Barras (PR)","23911"
"Quatro Pontes (PR)","4029"
"Quedas do Iguaçu (PR)","34409"
"Querência do Norte (PR)","12232"
"Quinta do Sol (PR)","4508"
"Quitandinha (PR)","19221"
"Ramilândia (PR)","4476"
"Rancho Alegre (PR)","3784"
"Rancho Alegre D'Oeste (PR)","2628"
"Realeza (PR)","16950"
"Rebouças (PR)","14946"
"Renascença (PR)","6787"
"Reserva (PR)","26825"
"Reserva do Iguaçu (PR)","8069"
"Ribeirão Claro (PR)","10645"
"Ribeirão do Pinhal (PR)","12948"
"Rio Azul (PR)","15336"
"Rio Bom (PR)","3182"
"Rio Bonito do Iguaçu (PR)","13255"
"Rio Branco do Ivaí (PR)","4109"
"Rio Branco do Sul (PR)","32517"
"Rio Negro (PR)","34411"
"Rolândia (PR)","67383"
"Roncador (PR)","9645"
"Rondon (PR)","9622"
"Rosário do Ivaí (PR)","4689"
"Sabáudia (PR)","6891"
"Salgado Filho (PR)","3483"
"Salto do Itararé (PR)","4898"
"Salto do Lontra (PR)","14872"
"Santa Amélia (PR)","3266"
"Santa Cecília do Pavão (PR)","3293"
"Santa Cruz de Monte Castelo (PR)","7751"
"Santa Fé (PR)","12186"
"Santa Helena (PR)","26767"
"Santa Inês (PR)","1594"
"Santa Isabel do Ivaí (PR)","8523"
"Santa Izabel do Oeste (PR)","14794"
"Santa Lúcia (PR)","3793"
"Santa Maria do Oeste (PR)","9410"
"Santa Mariana (PR)","11622"
"Santa Mônica (PR)","4017"
"Santana do Itararé (PR)","4954"
"Santa Tereza do Oeste (PR)","10096"
"Santa Terezinha de Itaipu (PR)","23699"
"Santo Antônio da Platina (PR)","46251"
"Santo Antônio do Caiuá (PR)","2626"
"Santo Antônio do Paraíso (PR)","2068"
"Santo Antônio do Sudoeste (PR)","20261"
"Santo Inácio (PR)","5416"
"São Carlos do Ivaí (PR)","6920"
"São Jerônimo da Serra (PR)","11128"
"São João (PR)","10181"
"São João do Caiuá (PR)","5837"
"São João do Ivaí (PR)","10056"
"São João do Triunfo (PR)","15241"
"São Jorge d'Oeste (PR)","9028"
"São Jorge do Ivaí (PR)","5543"
"São Jorge do Patrocínio (PR)","5586"
"São José da Boa Vista (PR)","6160"
"São José das Palmeiras (PR)","3627"
"São José dos Pinhais (PR)","329058"
"São Manoel do Paraná (PR)","2163"
"São Mateus do Sul (PR)","46705"
"São Miguel do Iguaçu (PR)","27576"
"São Pedro do Iguaçu (PR)","5820"
"São Pedro do Ivaí (PR)","11046"
"São Pedro do Paraná (PR)","2289"
"São Sebastião da Amoreira (PR)","8859"
"São Tomé (PR)","5750"
"Sapopema (PR)","6722"
"Sarandi (PR)","97803"
"Saudade do Iguaçu (PR)","5539"
"Sengés (PR)","19385"
"Serranópolis do Iguaçu (PR)","4477"
"Sertaneja (PR)","5216"
"Sertanópolis (PR)","16413"
"Siqueira Campos (PR)","21249"
"Sulina (PR)","2930"
"Tamarana (PR)","15040"
"Tamboara (PR)","5158"
"Tapejara (PR)","16345"
"Tapira (PR)","5495"
"Teixeira Soares (PR)","12567"
"Telêmaco Borba (PR)","79792"
"Terra Boa (PR)","17200"
"Terra Rica (PR)","16924"
"Terra Roxa (PR)","17522"
"Tibagi (PR)","20607"
"Tijucas do Sul (PR)","17084"
"Toledo (PR)","142645"
"Tomazina (PR)","7807"
"Três Barras do Paraná (PR)","12038"
"Tunas do Paraná (PR)","9022"
"Tuneiras do Oeste (PR)","8533"
"Tupãssi (PR)","8109"
"Turvo (PR)","13095"
"Ubiratã (PR)","20909"
"Umuarama (PR)","112500"
"União da Vitória (PR)","57913"
"Uniflor (PR)","2614"
"Uraí (PR)","11273"
"Wenceslau Braz (PR)","19386"
"Ventania (PR)","12088"
"Vera Cruz do Oeste (PR)","8454"
"Verê (PR)","7174"
"Alto Paraíso (PR)","2685"
"Doutor Ulysses (PR)","5552"
"Virmond (PR)","4022"
"Vitorino (PR)","6859"
"Xambrê (PR)","5630"
"Abdon Batista (SC)","2548"
"Abelardo Luz (SC)","17960"
"Agrolândia (SC)","11013"
"Agronômica (SC)","5509"
"Água Doce (SC)","7152"
"Águas de Chapecó (SC)","6515"
"Águas Frias (SC)","2354"
"Águas Mornas (SC)","6559"
"Alfredo Wagner (SC)","10086"
"Alto Bela Vista (SC)","1926"
"Anchieta (SC)","5557"
"Angelina (SC)","4743"
"Anita Garibaldi (SC)","6957"
"Anitápolis (SC)","3228"
"Antônio Carlos (SC)","8613"
"Apiúna (SC)","10848"
"Arabutã (SC)","4267"
"Araquari (SC)","39524"
"Araranguá (SC)","68867"
"Armazém (SC)","8759"
"Arroio Trinta (SC)","3549"
"Arvoredo (SC)","2234"
"Ascurra (SC)","7978"
"Atalanta (SC)","3195"
"Aurora (SC)","5683"
"Balneário Arroio do Silva (SC)","13430"
"Balneário Camboriú (SC)","145796"
"Balneário Barra do Sul (SC)","11035"
"Balneário Gaivota (SC)","11260"
"Bandeirante (SC)","2648"
"Barra Bonita (SC)","1651"
"Barra Velha (SC)","29860"
"Bela Vista do Toldo (SC)","6362"
"Belmonte (SC)","2709"
"Benedito Novo (SC)","11775"
"Biguaçu (SC)","69486"
"Blumenau (SC)","361855"
"Bocaina do Sul (SC)","3488"
"Bombinhas (SC)","20335"
"Bom Jardim da Serra (SC)","4772"
"Bom Jesus (SC)","3057"
"Bom Jesus do Oeste (SC)","2139"
"Bom Retiro (SC)","10060"
"Botuverá (SC)","5322"
"Braço do Norte (SC)","33876"
"Braço do Trombudo (SC)","3769"
"Brunópolis (SC)","2368"
"Brusque (SC)","137689"
"Caçador (SC)","79313"
"Caibi (SC)","6130"
"Calmon (SC)","3335"
"Camboriú (SC)","85105"
"Capão Alto (SC)","2496"
"Campo Alegre (SC)","11981"
"Campo Belo do Sul (SC)","6952"
"Campo Erê (SC)","8418"
"Campos Novos (SC)","36556"
"Canelinha (SC)","12398"
"Canoinhas (SC)","54480"
"Capinzal (SC)","23035"
"Capivari de Baixo (SC)","25177"
"Catanduvas (SC)","10984"
"Caxambu do Sul (SC)","3551"
"Celso Ramos (SC)","2719"
"Cerro Negro (SC)","3068"
"Chapadão do Lageado (SC)","3006"
"Chapecó (SC)","224013"
"Cocal do Sul (SC)","16821"
"Concórdia (SC)","75167"
"Cordilheira Alta (SC)","4520"
"Coronel Freitas (SC)","9940"
"Coronel Martins (SC)","2555"
"Corupá (SC)","16107"
"Correia Pinto (SC)","12553"
"Criciúma (SC)","217311"
"Cunha Porã (SC)","11118"
"Cunhataí (SC)","1967"
"Curitibanos (SC)","39893"
"Descanso (SC)","8192"
"Dionísio Cerqueira (SC)","15545"
"Dona Emma (SC)","4186"
"Doutor Pedrinho (SC)","4115"
"Entre Rios (SC)","3218"
"Ermo (SC)","2061"
"Erval Velho (SC)","4418"
"Faxinal dos Guedes (SC)","10649"
"Flor do Sertão (SC)","1579"
"Florianópolis (SC)","508826"
"Formosa do Sul (SC)","2495"
"Forquilhinha (SC)","27211"
"Fraiburgo (SC)","36584"
"Frei Rogério (SC)","1970"
"Galvão (SC)","2791"
"Garopaba (SC)","23579"
"Garuva (SC)","18484"
"Gaspar (SC)","70793"
"Governador Celso Ramos (SC)","14606"
"Grão Pará (SC)","6595"
"Gravatal (SC)","11577"
"Guabiruba (SC)","24382"
"Guaraciaba (SC)","10026"
"Guaramirim (SC)","45797"
"Guarujá do Sul (SC)","5178"
"Guatambú (SC)","4698"
"Herval d'Oeste (SC)","22714"
"Ibiam (SC)","1954"
"Ibicaré (SC)","3178"
"Ibirama (SC)","19096"
"Içara (SC)","57247"
"Ilhota (SC)","14359"
"Imaruí (SC)","9948"
"Imbituba (SC)","45286"
"Imbuia (SC)","6241"
"Indaial (SC)","70900"
"Iomerê (SC)","2962"
"Ipira (SC)","4406"
"Iporã do Oeste (SC)","9045"
"Ipuaçu (SC)","7579"
"Ipumirim (SC)","7620"
"Iraceminha (SC)","3938"
"Irani (SC)","10498"
"Irati (SC)","1909"
"Irineópolis (SC)","11289"
"Itá (SC)","6129"
"Itaiópolis (SC)","21780"
"Itajaí (SC)","223112"
"Itapema (SC)","67338"
"Itapiranga (SC)","17007"
"Itapoá (SC)","21177"
"Ituporanga (SC)","25355"
"Jaborá (SC)","3918"
"Jacinto Machado (SC)","10376"
"Jaguaruna (SC)","20288"
"Jaraguá do Sul (SC)","181173"
"Jardinópolis (SC)","1546"
"Joaçaba (SC)","30404"
"Joinville (SC)","597658"
"José Boiteux (SC)","5007"
"Jupiá (SC)","2092"
"Lacerdópolis (SC)","2247"
"Lages (SC)","157349"
"Laguna (SC)","46122"
"Lajeado Grande (SC)","1418"
"Laurentino (SC)","7063"
"Lauro Müller (SC)","15313"
"Lebon Régis (SC)","12115"
"Leoberto Leal (SC)","3000"
"Lindóia do Sul (SC)","4546"
"Lontras (SC)","12315"
"Luiz Alves (SC)","13107"
"Luzerna (SC)","5684"
"Macieira (SC)","1766"
"Mafra (SC)","56561"
"Major Gercino (SC)","3454"
"Major Vieira (SC)","8156"
"Maracajá (SC)","7378"
"Maravilha (SC)","26116"
"Marema (SC)","1750"
"Massaranduba (SC)","17125"
"Matos Costa (SC)","2480"
"Meleiro (SC)","7001"
"Mirim Doce (SC)","2283"
"Modelo (SC)","4218"
"Mondaí (SC)","11889"
"Monte Carlo (SC)","9906"
"Monte Castelo (SC)","8269"
"Morro da Fumaça (SC)","17947"
"Morro Grande (SC)","2888"
"Navegantes (SC)","83626"
"Nova Erechim (SC)","5092"
"Nova Itaberaba (SC)","4329"
"Nova Trento (SC)","14782"
"Nova Veneza (SC)","15342"
"Novo Horizonte (SC)","2404"
"Orleans (SC)","23038"
"Otacílio Costa (SC)","18975"
"Ouro (SC)","7272"
"Ouro Verde (SC)","2207"
"Paial (SC)","1474"
"Painel (SC)","2356"
"Palhoça (SC)","175272"
"Palma Sola (SC)","7372"
"Palmeira (SC)","2650"
"Palmitos (SC)","16157"
"Papanduva (SC)","19422"
"Paraíso (SC)","3360"
"Passo de Torres (SC)","9048"
"Passos Maia (SC)","4109"
"Paulo Lopes (SC)","7569"
"Pedras Grandes (SC)","3953"
"Penha (SC)","33284"
"Peritiba (SC)","2760"
"Pescaria Brava (SC)","10159"
"Petrolândia (SC)","5905"
"Balneário Piçarras (SC)","23772"
"Pinhalzinho (SC)","20712"
"Pinheiro Preto (SC)","3596"
"Piratuba (SC)","3745"
"Planalto Alegre (SC)","2888"
"Pomerode (SC)","34010"
"Ponte Alta (SC)","4650"
"Ponte Alta do Norte (SC)","3420"
"Ponte Serrada (SC)","11634"
"Porto Belo (SC)","21932"
"Porto União (SC)","35543"
"Pouso Redondo (SC)","17712"
"Praia Grande (SC)","7312"
"Presidente Castello Branco (SC)","1547"
"Presidente Getúlio (SC)","17726"
"Presidente Nereu (SC)","2283"
"Princesa (SC)","2937"
"Quilombo (SC)","9829"
"Rancho Queimado (SC)","2887"
"Rio das Antas (SC)","6202"
"Rio do Campo (SC)","5902"
"Rio do Oeste (SC)","7520"
"Rio dos Cedros (SC)","11808"
"Rio do Sul (SC)","72006"
"Rio Fortuna (SC)","4620"
"Rio Negrinho (SC)","42495"
"Rio Rufino (SC)","2483"
"Riqueza (SC)","4561"
"Rodeio (SC)","11600"
"Romelândia (SC)","4684"
"Salete (SC)","7659"
"Saltinho (SC)","3754"
"Salto Veloso (SC)","4756"
"Sangão (SC)","12905"
"Santa Cecília (SC)","16918"
"Santa Helena (SC)","2200"
"Santa Rosa de Lima (SC)","2147"
"Santa Rosa do Sul (SC)","8378"
"Santa Terezinha (SC)","8773"
"Santa Terezinha do Progresso (SC)","2372"
"Santiago do Sul (SC)","1235"
"Santo Amaro da Imperatriz (SC)","23579"
"São Bernardino (SC)","2287"
"São Bento do Sul (SC)","85421"
"São Bonifácio (SC)","2814"
"São Carlos (SC)","11369"
"São Cristóvão do Sul (SC)","5598"
"São Domingos (SC)","9434"
"São Francisco do Sul (SC)","53746"
"São João do Oeste (SC)","6402"
"São João Batista (SC)","38583"
"São João do Itaperiú (SC)","3759"
"São João do Sul (SC)","7315"
"São Joaquim (SC)","27139"
"São José (SC)","250181"
"São José do Cedro (SC)","13820"
"São José do Cerrito (SC)","8173"
"São Lourenço do Oeste (SC)","24291"
"São Ludgero (SC)","13650"
"São Martinho (SC)","3171"
"São Miguel da Boa Vista (SC)","1807"
"São Miguel do Oeste (SC)","40868"
"São Pedro de Alcântara (SC)","5935"
"Saudades (SC)","9810"
"Schroeder (SC)","21991"
"Seara (SC)","17576"
"Serra Alta (SC)","3256"
"Siderópolis (SC)","14092"
"Sombrio (SC)","30733"
"Sul Brasil (SC)","2423"
"Taió (SC)","18486"
"Tangará (SC)","8662"
"Tigrinhos (SC)","1619"
"Tijucas (SC)","39155"
"Timbé do Sul (SC)","5343"
"Timbó (SC)","44977"
"Timbó Grande (SC)","7941"
"Três Barras (SC)","19366"
"Treviso (SC)","3966"
"Treze de Maio (SC)","7093"
"Treze Tílias (SC)","7991"
"Trombudo Central (SC)","7434"
"Tubarão (SC)","106422"
"Tunápolis (SC)","4525"
"Turvo (SC)","12990"
"União do Oeste (SC)","2412"
"Urubici (SC)","11273"
"Urupema (SC)","2459"
"Urussanga (SC)","21344"
"Vargeão (SC)","3571"
"Vargem (SC)","2432"
"Vargem Bonita (SC)","4451"
"Vidal Ramos (SC)","6329"
"Videira (SC)","53610"
"Vitor Meireles (SC)","4943"
"Witmarsum (SC)","3998"
"Xanxerê (SC)","51642"
"Xavantina (SC)","3903"
"Xaxim (SC)","28983"
"Zortéa (SC)","3398"
"Balneário Rincão (SC)","12946"
"Aceguá (RS)","4942"
"Água Santa (RS)","3743"
"Agudo (RS)","16401"
"Ajuricaba (RS)","6987"
"Alecrim (RS)","5827"
"Alegrete (RS)","73028"
"Alegria (RS)","3374"
"Almirante Tamandaré do Sul (RS)","1949"
"Alpestre (RS)","6067"
"Alto Alegre (RS)","1613"
"Alto Feliz (RS)","3036"
"Alvorada (RS)","211352"
"Amaral Ferrador (RS)","7085"
"Ametista do Sul (RS)","7403"
"André da Rocha (RS)","1343"
"Anta Gorda (RS)","5961"
"Antônio Prado (RS)","13045"
"Arambaré (RS)","3562"
"Araricá (RS)","5771"
"Aratiba (RS)","6189"
"Arroio do Meio (RS)","20967"
"Arroio do Sal (RS)","10279"
"Arroio do Padre (RS)","2951"
"Arroio dos Ratos (RS)","14177"
"Arroio do Tigre (RS)","13413"
"Arroio Grande (RS)","18238"
"Arvorezinha (RS)","10423"
"Augusto Pestana (RS)","6602"
"Áurea (RS)","3535"
"Bagé (RS)","121335"
"Balneário Pinhal (RS)","14363"
"Barão (RS)","6202"
"Barão de Cotegipe (RS)","6620"
"Barão do Triunfo (RS)","7519"
"Barracão (RS)","5256"
"Barra do Guarita (RS)","3257"
"Barra do Quaraí (RS)","4227"
"Barra do Ribeiro (RS)","13556"
"Barra do Rio Azul (RS)","1655"
"Barra Funda (RS)","2551"
"Barros Cassal (RS)","11182"
"Benjamin Constant do Sul (RS)","1958"
"Bento Gonçalves (RS)","121803"
"Boa Vista das Missões (RS)","2092"
"Boa Vista do Buricá (RS)","6712"
"Boa Vista do Cadeado (RS)","2468"
"Boa Vista do Incra (RS)","2616"
"Boa Vista do Sul (RS)","2778"
"Bom Jesus (RS)","11309"
"Bom Princípio (RS)","14255"
"Bom Progresso (RS)","1899"
"Bom Retiro do Sul (RS)","12390"
"Boqueirão do Leão (RS)","7702"
"Bossoroca (RS)","6205"
"Bozano (RS)","2111"
"Braga (RS)","3311"
"Brochier (RS)","5104"
"Butiá (RS)","20952"
"Caçapava do Sul (RS)","33548"
"Cacequi (RS)","12423"
"Cachoeira do Sul (RS)","81869"
"Cachoeirinha (RS)","131240"
"Cacique Doble (RS)","5074"
"Caibaté (RS)","4823"
"Caiçara (RS)","4700"
"Camaquã (RS)","66478"
"Camargo (RS)","2742"
"Cambará do Sul (RS)","6406"
"Campestre da Serra (RS)","3395"
"Campina das Missões (RS)","5398"
"Campinas do Sul (RS)","5438"
"Campo Bom (RS)","69458"
"Campo Novo (RS)","4376"
"Campos Borges (RS)","3295"
"Candelária (RS)","31421"
"Cândido Godói (RS)","6151"
"Candiota (RS)","9647"
"Canela (RS)","45488"
"Canguçu (RS)","56211"
"Canoas (RS)","348208"
"Canudos do Vale (RS)","1705"
"Capão Bonito do Sul (RS)","1641"
"Capão da Canoa (RS)","54051"
"Capão do Cipó (RS)","3699"
"Capão do Leão (RS)","25409"
"Capivari do Sul (RS)","4728"
"Capela de Santana (RS)","12064"
"Capitão (RS)","2763"
"Carazinho (RS)","62265"
"Caraá (RS)","8350"
"Carlos Barbosa (RS)","30241"
"Carlos Gomes (RS)","1351"
"Casca (RS)","9051"
"Caseiros (RS)","3216"
"Catuípe (RS)","8701"
"Caxias do Sul (RS)","517451"
"Centenário (RS)","2877"
"Cerrito (RS)","6047"
"Cerro Branco (RS)","4706"
"Cerro Grande (RS)","2296"
"Cerro Grande do Sul (RS)","12413"
"Cerro Largo (RS)","14189"
"Chapada (RS)","9239"
"Charqueadas (RS)","41258"
"Charrua (RS)","3252"
"Chiapetta (RS)","3719"
"Chuí (RS)","6770"
"Chuvisca (RS)","5480"
"Cidreira (RS)","16583"
"Ciríaco (RS)","4719"
"Colinas (RS)","2469"
"Colorado (RS)","3130"
"Condor (RS)","6759"
"Constantina (RS)","9907"
"Coqueiro Baixo (RS)","1495"
"Coqueiros do Sul (RS)","2286"
"Coronel Barros (RS)","2520"
"Coronel Bicaco (RS)","7268"
"Coronel Pilar (RS)","1614"
"Cotiporã (RS)","3838"
"Coxilha (RS)","2743"
"Crissiumal (RS)","13357"
"Cristal (RS)","8067"
"Cristal do Sul (RS)","2844"
"Cruz Alta (RS)","59922"
"Cruzaltense (RS)","1799"
"Cruzeiro do Sul (RS)","12402"
"David Canabarro (RS)","4736"
"Derrubadas (RS)","2761"
"Dezesseis de Novembro (RS)","2378"
"Dilermando de Aguiar (RS)","3002"
"Dois Irmãos (RS)","33119"
"Dois Irmãos das Missões (RS)","2008"
"Dois Lajeados (RS)","3405"
"Dom Feliciano (RS)","15487"
"Dom Pedro de Alcântara (RS)","2527"
"Dom Pedrito (RS)","38339"
"Dona Francisca (RS)","2999"
"Doutor Maurício Cardoso (RS)","4462"
"Doutor Ricardo (RS)","1975"
"Eldorado do Sul (RS)","41902"
"Encantado (RS)","22880"
"Encruzilhada do Sul (RS)","25960"
"Engenho Velho (RS)","982"
"Entre-Ijuís (RS)","8411"
"Entre Rios do Sul (RS)","2758"
"Erebango (RS)","2982"
"Erechim (RS)","106633"
"Ernestina (RS)","3170"
"Herval (RS)","6814"
"Erval Grande (RS)","4819"
"Erval Seco (RS)","6802"
"Esmeralda (RS)","3287"
"Esperança do Sul (RS)","2885"
"Espumoso (RS)","15591"
"Estação (RS)","5940"
"Estância Velha (RS)","50672"
"Esteio (RS)","83279"
"Estrela (RS)","34399"
"Estrela Velha (RS)","3650"
"Eugênio de Castro (RS)","2352"
"Fagundes Varela (RS)","2741"
"Farroupilha (RS)","73061"
"Faxinal do Soturno (RS)","6663"
"Faxinalzinho (RS)","2284"
"Fazenda Vilanova (RS)","4608"
"Feliz (RS)","13640"
"Flores da Cunha (RS)","31063"
"Floriano Peixoto (RS)","1737"
"Fontoura Xavier (RS)","10241"
"Formigueiro (RS)","6616"
"Forquetinha (RS)","2400"
"Fortaleza dos Valos (RS)","4285"
"Frederico Westphalen (RS)","31498"
"Garibaldi (RS)","35440"
"Garruchos (RS)","2886"
"Gaurama (RS)","5489"
"General Câmara (RS)","8361"
"Gentil (RS)","1626"
"Getúlio Vargas (RS)","16184"
"Giruá (RS)","15863"
"Glorinha (RS)","8204"
"Gramado (RS)","36555"
"Gramado dos Loureiros (RS)","2058"
"Gramado Xavier (RS)","4352"
"Gravataí (RS)","283620"
"Guabiju (RS)","1490"
"Guaíba (RS)","98239"
"Guaporé (RS)","25968"
"Guarani das Missões (RS)","7463"
"Harmonia (RS)","4917"
"Herveiras (RS)","3019"
"Horizontina (RS)","19389"
"Hulha Negra (RS)","6836"
"Humaitá (RS)","4736"
"Ibarama (RS)","4399"
"Ibiaçá (RS)","4699"
"Ibiraiaras (RS)","7265"
"Ibirapuitã (RS)","4000"
"Ibirubá (RS)","20413"
"Igrejinha (RS)","37340"
"Ijuí (RS)","83764"
"Ilópolis (RS)","4066"
"Imbé (RS)","23271"
"Imigrante (RS)","3100"
"Independência (RS)","6109"
"Inhacorá (RS)","2215"
"Ipê (RS)","6689"
"Ipiranga do Sul (RS)","1880"
"Iraí (RS)","7141"
"Itaara (RS)","5537"
"Itacurubi (RS)","3460"
"Itapuca (RS)","2065"
"Itaqui (RS)","37489"
"Itati (RS)","2397"
"Itatiba do Sul (RS)","3231"
"Ivorá (RS)","1881"
"Ivoti (RS)","24690"
"Jaboticaba (RS)","3773"
"Jacuizinho (RS)","2706"
"Jacutinga (RS)","3546"
"Jaguarão (RS)","26500"
"Jaguari (RS)","10765"
"Jaquirana (RS)","3662"
"Jari (RS)","3486"
"Jóia (RS)","8566"
"Júlio de Castilhos (RS)","19224"
"Lagoa Bonita do Sul (RS)","2921"
"Lagoão (RS)","6461"
"Lagoa dos Três Cantos (RS)","1607"
"Lagoa Vermelha (RS)","27778"
"Lajeado (RS)","85033"
"Lajeado do Bugre (RS)","2566"
"Lavras do Sul (RS)","7444"
"Liberato Salzano (RS)","5152"
"Lindolfo Collor (RS)","6125"
"Linha Nova (RS)","1719"
"Machadinho (RS)","5427"
"Maçambará (RS)","4562"
"Mampituba (RS)","2973"
"Manoel Viana (RS)","7307"
"Maquiné (RS)","6681"
"Maratá (RS)","2702"
"Marau (RS)","44858"
"Marcelino Ramos (RS)","4319"
"Mariana Pimentel (RS)","3888"
"Mariano Moro (RS)","2009"
"Marques de Souza (RS)","3995"
"Mata (RS)","4797"
"Mato Castelhano (RS)","2542"
"Mato Leitão (RS)","4573"
"Mato Queimado (RS)","1629"
"Maximiliano de Almeida (RS)","4314"
"Minas do Leão (RS)","8103"
"Miraguaí (RS)","4911"
"Montauri (RS)","1441"
"Monte Alegre dos Campos (RS)","3232"
"Monte Belo do Sul (RS)","2530"
"Montenegro (RS)","65721"
"Mormaço (RS)","3113"
"Morrinhos do Sul (RS)","2919"
"Morro Redondo (RS)","6589"
"Morro Reuter (RS)","6513"
"Mostardas (RS)","12847"
"Muçum (RS)","4961"
"Muitos Capões (RS)","3173"
"Muliterno (RS)","1897"
"Não-Me-Toque (RS)","17758"
"Nicolau Vergueiro (RS)","1674"
"Nonoai (RS)","11633"
"Nova Alvorada (RS)","3663"
"Nova Araçá (RS)","4826"
"Nova Bassano (RS)","10005"
"Nova Boa Vista (RS)","1753"
"Nova Bréscia (RS)","3337"
"Nova Candelária (RS)","2688"
"Nova Esperança do Sul (RS)","5410"
"Nova Hartz (RS)","21875"
"Nova Pádua (RS)","2558"
"Nova Palma (RS)","6515"
"Nova Petrópolis (RS)","21536"
"Nova Prata (RS)","27648"
"Nova Ramada (RS)","2218"
"Nova Roma do Sul (RS)","3717"
"Nova Santa Rita (RS)","29905"
"Novo Cabrais (RS)","4222"
"Novo Hamburgo (RS)","247032"
"Novo Machado (RS)","3256"
"Novo Tiradentes (RS)","2200"
"Novo Xingu (RS)","1712"
"Novo Barreiro (RS)","4175"
"Osório (RS)","46414"
"Paim Filho (RS)","3778"
"Palmares do Sul (RS)","11330"
"Palmeira das Missões (RS)","33131"
"Palmitinho (RS)","7056"
"Panambi (RS)","44128"
"Pantano Grande (RS)","9083"
"Paraí (RS)","7727"
"Paraíso do Sul (RS)","7623"
"Pareci Novo (RS)","3862"
"Parobé (RS)","58858"
"Passa Sete (RS)","5747"
"Passo do Sobrado (RS)","6574"
"Passo Fundo (RS)","204722"
"Paulo Bento (RS)","2299"
"Paverama (RS)","8515"
"Pedras Altas (RS)","1954"
"Pedro Osório (RS)","7706"
"Pejuçara (RS)","3857"
"Pelotas (RS)","343132"
"Picada Café (RS)","5738"
"Pinhal (RS)","2580"
"Pinhal da Serra (RS)","1918"
"Pinhal Grande (RS)","4329"
"Pinheirinho do Vale (RS)","4899"
"Pinheiro Machado (RS)","12195"
"Pinto Bandeira (RS)","3036"
"Pirapó (RS)","2254"
"Piratini (RS)","20704"
"Planalto (RS)","10019"
"Poço das Antas (RS)","2101"
"Pontão (RS)","3901"
"Ponte Preta (RS)","1524"
"Portão (RS)","37561"
"Porto Alegre (RS)","1488252"
"Porto Lucena (RS)","4594"
"Porto Mauá (RS)","2352"
"Porto Vera Cruz (RS)","1308"
"Porto Xavier (RS)","10194"
"Pouso Novo (RS)","1612"
"Presidente Lucena (RS)","2937"
"Progresso (RS)","6239"
"Protásio Alves (RS)","1938"
"Putinga (RS)","3889"
"Quaraí (RS)","22607"
"Quatro Irmãos (RS)","1856"
"Quevedos (RS)","2790"
"Quinze de Novembro (RS)","3803"
"Redentora (RS)","11669"
"Relvado (RS)","2079"
"Restinga Sêca (RS)","15744"
"Rio dos Índios (RS)","2660"
"Rio Grande (RS)","211965"
"Rio Pardo (RS)","38265"
"Riozinho (RS)","4676"
"Roca Sales (RS)","11471"
"Rodeio Bonito (RS)","5868"
"Rolador (RS)","2296"
"Rolante (RS)","21453"
"Ronda Alta (RS)","10617"
"Rondinha (RS)","5080"
"Roque Gonzales (RS)","6797"
"Rosário do Sul (RS)","39314"
"Sagrada Família (RS)","2605"
"Saldanha Marinho (RS)","2622"
"Salto do Jacuí (RS)","12481"
"Salvador das Missões (RS)","2733"
"Salvador do Sul (RS)","7889"
"Sananduva (RS)","16328"
"Santa Bárbara do Sul (RS)","7909"
"Santa Cecília do Sul (RS)","1634"
"Santa Clara do Sul (RS)","6681"
"Santa Cruz do Sul (RS)","131365"
"Santa Maria (RS)","283677"
"Santa Maria do Herval (RS)","6364"
"Santa Margarida do Sul (RS)","2578"
"Santana da Boa Vista (RS)","8067"
"Sant'Ana do Livramento (RS)","76321"
"Santa Rosa (RS)","73575"
"Santa Tereza (RS)","1726"
"Santa Vitória do Palmar (RS)","29483"
"Santiago (RS)","49360"
"Santo Ângelo (RS)","77568"
"Santo Antônio do Palma (RS)","2123"
"Santo Antônio da Patrulha (RS)","43171"
"Santo Antônio das Missões (RS)","10050"
"Santo Antônio do Planalto (RS)","2019"
"Santo Augusto (RS)","13848"
"Santo Cristo (RS)","14216"
"Santo Expedito do Sul (RS)","2305"
"São Borja (RS)","60019"
"São Domingos do Sul (RS)","3083"
"São Francisco de Assis (RS)","18205"
"São Francisco de Paula (RS)","21801"
"São Gabriel (RS)","62147"
"São Jerônimo (RS)","24412"
"São João da Urtiga (RS)","4641"
"São João do Polêsine (RS)","2543"
